"PlummWeather"
"11/1/22 12:00 AM : 1 Month"
"","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway","Gateway"
"11/4/22 8:55 PM","1027.6","74","47","52","73","8.8","61","62","61","93","59","60","0","","0.0","0","","61","62","62","60","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.012","0.000"
"11/4/22 9:00 PM","1027.6","74","47","52","73","8.8","61","62","61","93","59","60","0","","0.0","0","","61","62","62","60","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.012","0.000"
"11/4/22 9:05 PM","1027.5","74","47","52","73","8.8","61","61","61","93","59","60","0","","0.0","0","","61","62","62","60","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.013","0.000"
"11/4/22 9:10 PM","1027.6","74","48","53","73","8.9","61","61","61","93","59","60","0","","0.0","0","","61","62","62","60","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.013","0.000"
"11/4/22 9:15 PM","1027.5","74","48","53","73","8.9","61","61","61","93","59","60","0","","0.0","0","","61","62","62","60","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.013","0.000"
"11/4/22 9:20 PM","1027.5","74","48","53","73","8.9","61","61","61","93","59","60","0","","0.0","0","","61","62","62","60","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.014","0.000"
"11/4/22 9:25 PM","1027.5","74","48","53","73","8.9","61","61","61","93","59","60","0","","0.0","0","","61","62","62","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.014","0.000"
"11/4/22 9:30 PM","1027.5","74","48","53","73","8.9","61","61","61","93","59","60","0","","0.0","0","","61","62","62","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.014","0.000"
"11/4/22 9:35 PM","1027.5","74","48","53","73","8.9","61","61","61","94","59","60","0","","0.0","0","","61","62","62","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.014","0.000"
"11/4/22 9:40 PM","1027.5","73","48","53","73","8.9","61","61","61","94","59","60","0","","0.0","0","","61","62","62","60","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.014","0.000"
"11/4/22 9:45 PM","1027.3","73","48","53","73","8.9","61","61","61","94","59","60","0","","0.0","0","","61","62","62","60","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.014","0.000"
"11/4/22 9:50 PM","1027.4","73","48","53","73","8.9","61","61","61","94","59","60","0","","0.0","0","","61","62","62","60","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.014","0.000"
"11/4/22 9:55 PM","1027.5","73","48","52","73","8.9","62","62","61","95","60","61","0","","0.0","1","SSE","62","62","62","60","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.012","0.000"
"11/4/22 10:00 PM","1027.3","73","48","52","73","8.9","62","62","62","95","60","61","0","","0.0","0","","62","62","62","60","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.011","0.000"
"11/4/22 10:05 PM","1027.4","73","48","52","73","8.9","62","62","62","95","60","61","0","","0.0","0","","62","62","62","60","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.012","0.000"
"11/4/22 10:10 PM","1027.4","73","48","52","73","8.9","62","62","62","95","60","61","0","","0.0","0","","62","62","62","60","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.012","0.000"
"11/4/22 10:15 PM","1027.3","73","48","52","72","8.9","61","62","61","95","60","60","0","","0.0","0","","61","62","62","60","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.012","0.000"
"11/4/22 10:20 PM","1027.3","73","48","52","72","8.9","61","61","61","95","60","60","0","","0.0","0","","61","62","62","60","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.013","0.000"
"11/4/22 10:25 PM","1027.2","73","48","52","72","8.9","61","61","61","95","60","60","0","","0.0","0","","61","62","62","60","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.013","0.000"
"11/4/22 10:30 PM","1027.2","73","48","52","72","8.9","61","61","61","95","60","60","0","","0.0","0","","61","62","62","60","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.014","0.000"
"11/4/22 10:35 PM","1027.2","73","48","52","72","8.9","61","61","61","95","60","60","0","","0.0","0","","61","62","62","60","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.014","0.000"
"11/4/22 10:40 PM","1027.2","73","48","52","72","8.9","61","61","61","95","59","60","0","","0.0","0","","61","62","62","60","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.014","0.000"
"11/4/22 10:45 PM","1027.2","73","48","52","72","8.9","61","61","61","95","59","60","0","","0.0","0","","61","62","62","60","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.014","0.000"
"11/4/22 10:50 PM","1027.2","73","48","52","72","8.9","61","61","61","95","59","60","0","","0.0","0","","61","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.015","0.000"
"11/4/22 10:55 PM","1027.1","73","48","52","72","8.9","61","61","61","95","59","60","0","","0.0","0","","61","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.015","0.000"
"11/4/22 11:00 PM","1027.0","73","48","52","72","8.9","61","61","61","95","59","60","0","","0.0","0","","61","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.015","0.000"
"11/4/22 11:05 PM","1026.9","73","48","52","72","8.9","61","61","60","95","59","60","0","","0.0","0","","61","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.015","0.000"
"11/4/22 11:10 PM","1026.9","73","48","52","72","8.9","60","60","60","95","59","60","0","","0.0","0","","60","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.016","0.000"
"11/4/22 11:15 PM","1026.9","73","48","52","72","8.9","60","60","60","95","59","60","0","","0.0","0","","60","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.016","0.000"
"11/4/22 11:20 PM","1026.8","73","48","52","72","8.9","60","61","60","95","59","60","0","","0.0","0","","60","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.016","0.000"
"11/4/22 11:25 PM","1026.7","73","48","52","72","8.9","61","61","60","95","59","60","0","","0.0","0","","61","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.015","0.000"
"11/4/22 11:30 PM","1026.6","73","48","52","72","8.9","61","61","60","95","59","60","0","","0.0","0","","61","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.015","0.000"
"11/4/22 11:35 PM","1026.5","73","48","52","72","8.9","61","61","61","95","59","60","0","","0.0","0","","61","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.015","0.000"
"11/4/22 11:40 PM","1026.5","73","48","52","72","8.9","61","61","61","95","59","60","0","","0.0","0","","61","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.015","0.000"
"11/4/22 11:45 PM","1026.4","73","48","52","72","8.9","61","61","61","95","59","60","0","","0.0","0","","61","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.015","0.000"
"11/4/22 11:50 PM","1026.4","73","48","52","72","8.9","61","61","61","96","59","60","0","","0.0","0","","61","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.015","0.000"
"11/4/22 11:55 PM","1026.3","73","48","52","72","8.9","61","61","61","96","60","60","0","","0.0","0","","61","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.015","0.000"
"11/5/22 12:00 AM","1026.3","73","48","52","72","8.9","61","61","61","96","60","60","0","","0.0","0","","61","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.015","0.000"
"11/5/22 12:05 AM","1026.3","73","48","52","72","8.9","61","61","61","96","60","60","0","","0.0","0","","61","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.015","0.000"
"11/5/22 12:10 AM","1026.2","73","48","52","72","8.9","61","61","61","96","60","60","0","","0.0","0","","61","62","62","60","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.015","0.000"
"11/5/22 12:15 AM","1026.2","73","48","52","72","8.9","61","61","61","96","60","60","0","","0.0","0","","61","62","62","60","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.015","0.000"
"11/5/22 12:20 AM","1026.2","73","48","52","72","8.9","61","61","61","96","60","60","0","","0.0","0","","61","62","62","60","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.015","0.000"
"11/5/22 12:25 AM","1026.2","73","48","52","72","8.9","61","61","61","96","60","60","0","","0.0","0","","61","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.015","0.000"
"11/5/22 12:30 AM","1026.3","73","48","52","72","8.9","61","61","61","96","60","60","0","","0.0","0","","61","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.015","0.000"
"11/5/22 12:35 AM","1026.2","73","48","52","72","8.9","61","61","61","96","60","60","0","","0.0","0","","61","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.015","0.000"
"11/5/22 12:40 AM","1026.3","72","49","52","72","9.1","61","61","61","96","59","60","0","","0.0","0","","61","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.015","0.000"
"11/5/22 12:45 AM","1026.3","73","49","52","72","9.1","60","61","60","96","59","60","0","","0.0","0","","60","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.016","0.000"
"11/5/22 12:50 AM","1026.2","72","49","52","72","9.1","60","60","60","96","59","60","0","","0.0","0","","60","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.016","0.000"
"11/5/22 12:55 AM","1026.1","72","49","52","72","9.1","60","60","60","96","59","60","0","","0.0","0","","60","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.016","0.000"
"11/5/22 1:00 AM","1026.2","72","49","52","72","9.1","60","60","60","96","59","60","0","","0.0","0","","60","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.016","0.000"
"11/5/22 1:05 AM","1026.1","72","49","52","72","9.1","60","60","60","96","59","59","0","","0.0","0","","60","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.017","0.000"
"11/5/22 1:10 AM","1026.2","72","49","52","72","9.1","60","60","60","96","59","59","0","","0.0","0","","60","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.017","0.000"
"11/5/22 1:15 AM","1026.0","72","49","52","72","9.1","60","60","60","96","59","59","0","","0.0","0","","60","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.017","0.000"
"11/5/22 1:20 AM","1026.1","72","49","52","71","9.1","60","60","60","96","59","59","0","","0.0","0","","60","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.017","0.000"
"11/5/22 1:25 AM","1026.0","72","49","52","72","9.1","60","60","60","96","59","59","0","","0.0","0","","60","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.017","0.000"
"11/5/22 1:30 AM","1026.0","72","49","52","71","9.1","60","60","60","96","59","59","0","","0.0","0","","60","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.017","0.000"
"11/5/22 1:35 AM","1026.0","72","49","52","71","9.1","60","60","60","96","59","59","0","","0.0","0","","60","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.017","0.000"
"11/5/22 1:40 AM","1026.1","72","49","52","71","9.1","60","60","60","96","59","59","0","","0.0","0","","60","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.017","0.000"
"11/5/22 1:45 AM","1026.1","72","49","52","71","9.1","60","60","60","96","59","59","0","","0.0","0","","60","61","61","58","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.018","0.000"
"11/5/22 1:50 AM","1026.0","72","49","52","71","9.1","60","60","60","96","59","59","0","","0.0","0","","60","61","61","58","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.018","0.000"
"11/5/22 1:55 AM","1026.1","72","49","52","71","9.1","60","60","60","96","59","59","0","","0.0","0","","60","61","61","58","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.018","0.000"
"11/5/22 2:00 AM","1026.1","72","49","52","71","9.1","60","60","60","96","59","59","0","","0.0","0","","60","61","61","58","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.018","0.000"
"11/5/22 2:05 AM","1026.0","72","49","52","71","9.1","60","60","60","96","59","59","0","","0.0","0","","60","61","61","58","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.018","0.000"
"11/5/22 2:10 AM","1025.9","72","49","52","71","9.1","60","60","60","96","59","59","0","","0.0","0","","60","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.017","0.000"
"11/5/22 2:15 AM","1025.9","72","49","52","71","9.1","61","61","60","97","60","60","0","","0.0","0","","61","61","61","59","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.015","0.000"
"11/5/22 2:20 AM","1025.8","72","49","52","71","9.1","61","61","61","97","60","61","0","","0.0","0","","61","62","62","60","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.013","0.000"
"11/5/22 2:25 AM","1025.8","72","49","52","71","9.1","62","62","61","97","61","61","0","","0.0","0","","62","63","63","61","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.011","0.000"
"11/5/22 2:30 AM","1025.8","72","49","52","71","9.1","62","62","62","97","61","62","0","","0.0","0","","62","63","63","61","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.010","0.000"
"11/5/22 2:35 AM","1025.9","72","50","52","71","9.2","62","62","62","97","61","62","0","","0.0","0","","62","63","63","61","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.009","0.000"
"11/5/22 2:40 AM","1025.8","72","50","52","71","9.2","63","63","62","97","62","62","0","","0.0","0","","63","64","64","62","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.008","0.000"
"11/5/22 2:45 AM","1025.8","72","50","52","71","9.2","63","63","63","98","62","62","0","","0.0","0","","63","64","64","62","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.008","0.000"
"11/5/22 2:50 AM","1025.8","72","50","52","71","9.2","63","63","63","98","62","63","0","","0.0","0","","63","64","64","62","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.007","0.000"
"11/5/22 2:55 AM","1025.8","72","50","52","71","9.2","63","63","63","98","62","63","0","","0.0","0","","63","64","64","62","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.007","0.000"
"11/5/22 3:00 AM","1025.9","72","50","52","71","9.2","63","63","63","97","62","62","0","","0.0","0","","63","64","64","62","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.007","0.000"
"11/5/22 3:05 AM","1025.9","72","50","52","71","9.2","63","63","63","97","62","62","0","","0.0","0","","63","64","64","62","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.007","0.000"
"11/5/22 3:10 AM","1025.9","72","50","52","71","9.2","63","63","63","97","62","63","0","","0.0","0","","63","64","64","62","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.007","0.000"
"11/5/22 3:15 AM","1025.8","72","50","52","71","9.2","63","63","63","97","62","63","0","","0.0","0","","63","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.006","0.000"
"11/5/22 3:20 AM","1025.8","72","50","52","71","9.2","63","63","63","97","62","63","0","","0.0","0","","63","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.006","0.000"
"11/5/22 3:25 AM","1025.9","72","50","52","71","9.2","63","63","63","97","62","63","0","","0.0","0","","63","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.006","0.000"
"11/5/22 3:30 AM","1025.8","72","50","52","71","9.2","63","63","63","97","62","63","0","","0.0","0","","63","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.006","0.000"
"11/5/22 3:35 AM","1025.7","72","50","52","71","9.2","63","63","63","98","63","63","0","","0.0","0","","63","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.006","0.000"
"11/5/22 3:40 AM","1025.7","72","50","52","71","9.2","63","63","63","98","63","63","0","","0.0","0","","63","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.006","0.000"
"11/5/22 3:45 AM","1025.6","72","50","52","71","9.2","63","63","63","98","63","63","0","","0.0","0","","63","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.006","0.000"
"11/5/22 3:50 AM","1025.6","72","50","52","71","9.2","63","63","63","97","62","63","0","","0.0","0","","63","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.006","0.000"
"11/5/22 3:55 AM","1025.6","72","50","52","71","9.2","63","63","63","97","62","63","0","","0.0","0","","63","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.006","0.000"
"11/5/22 4:00 AM","1025.5","72","50","52","71","9.2","63","63","63","97","62","63","0","","0.0","0","","63","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.006","0.000"
"11/5/22 4:05 AM","1025.5","72","50","52","71","9.2","63","63","63","97","62","63","0","","0.0","0","","63","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.006","0.000"
"11/5/22 4:10 AM","1025.6","72","50","52","71","9.2","63","63","63","97","62","63","0","","0.0","0","","63","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.006","0.000"
"11/5/22 4:15 AM","1025.5","72","50","52","71","9.2","63","63","63","97","62","63","0","","0.0","0","","63","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.006","0.000"
"11/5/22 4:20 AM","1025.5","72","50","52","71","9.2","63","63","63","97","62","63","0","","0.0","0","","63","64","64","62","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.007","0.000"
"11/5/22 4:25 AM","1025.5","72","50","52","71","9.2","63","63","63","97","62","62","0","","0.0","0","","63","64","64","62","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.007","0.000"
"11/5/22 4:30 AM","1025.5","72","50","52","71","9.2","63","63","63","97","62","62","0","","0.0","0","","63","64","64","62","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.007","0.000"
"11/5/22 4:35 AM","1025.5","72","50","52","71","9.2","63","63","63","98","62","63","0","","0.0","0","","63","64","64","62","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.007","0.000"
"11/5/22 4:40 AM","1025.5","72","50","52","71","9.2","63","63","63","98","62","63","0","","0.0","0","","63","64","64","62","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.007","0.000"
"11/5/22 4:45 AM","1025.5","72","50","52","71","9.2","63","63","63","98","62","63","0","","0.0","0","","63","64","64","62","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.007","0.000"
"11/5/22 4:50 AM","1025.6","72","50","52","71","9.2","63","63","63","98","62","63","0","","0.0","0","","63","64","64","62","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.007","0.000"
"11/5/22 4:55 AM","1025.6","72","50","52","71","9.2","63","63","63","98","63","63","0","","0.0","0","","63","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.007","0.000"
"11/5/22 5:00 AM","1025.5","72","50","52","71","9.2","63","63","63","98","63","63","0","","0.0","0","","63","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.007","0.000"
"11/5/22 5:05 AM","1025.5","72","50","52","71","9.2","63","63","63","98","63","63","0","","0.0","0","","63","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.006","0.000"
"11/5/22 5:10 AM","1025.6","72","50","52","71","9.2","63","63","63","98","63","63","0","","0.0","0","","63","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.006","0.000"
"11/5/22 5:15 AM","1025.6","72","50","52","71","9.2","63","63","63","98","63","63","0","","0.0","0","","63","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.006","0.000"
"11/5/22 5:20 AM","1025.6","72","50","52","71","9.2","63","63","63","98","63","63","0","","0.0","0","","63","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.006","0.000"
"11/5/22 5:25 AM","1025.7","72","50","52","71","9.2","63","63","63","98","63","63","0","","0.0","0","","63","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.006","0.000"
"11/5/22 5:30 AM","1025.7","72","50","52","71","9.2","63","63","63","98","63","63","0","","0.0","0","","63","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.006","0.000"
"11/5/22 5:35 AM","1025.8","72","50","52","71","9.2","63","63","63","98","63","63","0","","0.0","0","","63","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.006","0.000"
"11/5/22 5:40 AM","1025.7","72","50","52","71","9.2","63","63","63","98","63","63","0","","0.0","0","","63","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.006","0.000"
"11/5/22 5:45 AM","1025.8","72","50","52","71","9.2","63","63","63","98","63","63","0","","0.0","0","","63","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.006","0.000"
"11/5/22 5:50 AM","1025.8","72","50","52","71","9.2","63","63","63","98","63","63","0","","0.0","0","","63","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.006","0.000"
"11/5/22 5:55 AM","1025.9","72","50","52","71","9.2","63","63","63","98","63","63","0","","0.0","0","","63","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.007","0.000"
"11/5/22 6:00 AM","1025.9","72","50","52","71","9.2","63","63","63","98","62","63","0","","0.0","0","","63","64","64","62","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.007","0.000"
"11/5/22 6:05 AM","1025.8","72","50","52","71","9.2","63","63","63","98","62","63","0","","0.0","0","","63","64","64","62","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.007","0.000"
"11/5/22 6:10 AM","1025.9","72","50","52","71","9.2","63","63","63","98","62","63","0","","0.0","0","","63","64","64","62","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.007","0.000"
"11/5/22 6:15 AM","1025.9","72","50","52","71","9.2","63","63","63","98","62","62","0","","0.0","0","","63","64","64","62","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.008","0.000"
"11/5/22 6:20 AM","1025.9","72","50","52","71","9.2","63","63","63","98","62","62","0","","0.0","0","","63","64","64","62","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.008","0.000"
"11/5/22 6:25 AM","1025.8","72","50","52","71","9.2","63","63","63","98","62","62","0","","0.0","0","","63","64","64","62","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.008","0.000"
"11/5/22 6:30 AM","1025.8","72","50","52","71","9.2","63","63","63","97","62","62","0","","0.0","0","","63","64","64","62","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.008","0.000"
"11/5/22 6:35 AM","1025.8","72","50","52","71","9.2","62","63","62","97","62","62","0","","0.0","0","","62","64","64","62","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.009","0.000"
"11/5/22 6:40 AM","1025.9","72","50","52","71","9.2","62","62","62","97","62","62","0","","0.0","0","","62","64","64","62","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.009","0.000"
"11/5/22 6:45 AM","1025.8","72","50","52","71","9.2","62","62","62","98","62","62","0","","0.0","0","","62","64","64","62","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.009","0.000"
"11/5/22 6:50 AM","1025.8","72","50","52","71","9.2","63","63","62","98","62","62","0","","0.0","0","","63","64","64","62","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.008","0.000"
"11/5/22 6:55 AM","1025.9","72","50","52","71","9.2","63","63","63","98","62","62","0","","0.0","0","","63","64","64","62","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.008","0.000"
"11/5/22 7:00 AM","1025.9","72","50","52","71","9.2","63","63","63","98","62","62","0","","0.0","0","","63","64","64","62","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.008","0.000"
"11/5/22 7:05 AM","1025.7","72","50","52","71","9.2","63","63","63","98","62","62","0","","0.0","0","","63","64","64","62","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.008","0.000"
"11/5/22 7:10 AM","1025.7","72","50","52","71","9.2","63","63","63","98","62","62","0","","0.0","0","","63","64","64","62","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.008","0.000"
"11/5/22 7:15 AM","1025.8","72","50","52","71","9.2","63","63","63","98","62","63","0","","0.0","0","","63","64","64","62","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.007","0.000"
"11/5/22 7:20 AM","1025.8","72","50","52","71","9.2","63","63","63","98","63","63","0","","0.0","0","","63","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.006","0.000"
"11/5/22 7:25 AM","1025.7","72","50","52","71","9.2","63","63","63","98","63","63","0","","0.0","0","","63","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.006","0.000"
"11/5/22 7:30 AM","1025.7","72","50","52","71","9.2","64","64","63","98","63","63","0","","0.0","3","SSE","64","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.005","0.000"
"11/5/22 7:35 AM","1025.7","72","50","52","71","9.2","64","64","64","98","63","63","0","","0.0","2","SSE","64","65","65","63","0.00","0.00","0","0.00","0","0.00","0","0.0","0","0.005","0.000"
"11/5/22 7:40 AM","1025.7","72","50","52","71","9.2","64","64","64","98","63","63","0","","0.0","1","SSE","64","65","65","64","0.00","0.00","4","0.03","5","0.00","0","0.0","0","0.004","0.000"
"11/5/22 7:45 AM","1025.8","72","50","52","71","9.2","64","64","64","98","63","63","0","","0.0","0","","64","65","65","64","0.00","0.00","7","0.05","9","0.00","0","0.0","0","0.004","0.000"
"11/5/22 7:50 AM","1025.7","72","50","52","71","9.2","64","64","64","98","63","63","0","","0.0","0","","64","65","65","64","0.00","0.00","9","0.06","9","0.00","0","0.0","0","0.004","0.000"
"11/5/22 7:55 AM","1025.8","72","50","52","71","9.2","64","64","64","98","63","64","0","","0.0","0","","64","66","66","64","0.00","0.00","12","0.09","14","0.00","0","0.0","0","0.004","0.000"
"11/5/22 8:00 AM","1025.8","72","50","52","70","9.2","64","64","64","98","63","64","0","","0.0","0","","64","66","66","64","0.00","0.00","16","0.11","16","0.00","0","0.0","0","0.004","0.000"
"11/5/22 8:05 AM","1025.8","72","50","52","71","9.2","64","64","64","98","63","64","0","","0.0","0","","64","66","66","64","0.00","0.00","18","0.13","19","0.00","0","0.0","0","0.003","0.000"
"11/5/22 8:10 AM","1025.9","72","50","52","71","9.2","64","64","64","98","64","64","0","","0.0","0","","64","66","66","64","0.00","0.00","20","0.14","23","0.00","0","0.0","0","0.003","0.000"
"11/5/22 8:15 AM","1025.8","72","50","52","71","9.2","64","64","64","98","64","64","0","","0.0","0","","64","66","66","65","0.00","0.00","26","0.19","28","0.00","0","0.0","0","0.003","0.000"
"11/5/22 8:20 AM","1025.9","72","50","52","71","9.2","64","64","64","98","64","64","0","","0.0","0","","64","66","66","65","0.00","0.00","30","0.22","32","0.00","0","0.0","0","0.002","0.000"
"11/5/22 8:25 AM","1025.9","72","51","53","71","9.4","64","64","64","98","64","64","0","","0.0","0","","64","66","66","65","0.00","0.00","34","0.24","37","0.00","0","0.0","0","0.002","0.000"
"11/5/22 8:30 AM","1025.9","72","51","52","70","9.4","64","64","64","98","64","64","0","","0.0","1","SSE","64","66","66","65","0.00","0.00","41","0.29","42","0.00","0","0.0","0","0.002","0.000"
